,facility_id,place_id,facility_available_name,place_name,facility_is_available
9326,109947,12797,주출입구 높이차이 제거,석란어린이집,이용가능
9327,109948,12798,장애인 전용 주차구역,석촌삐아제어린이집,이용가능
9328,109949,12798,주출입구 높이차이 제거,석촌삐아제어린이집,이용가능
9329,109956,12800,장애인용 화장실,석촌유치원,이용불편
9330,109955,12800,주출입구 높이차이 제거,석촌유치원,이용가능
9331,109953,12800,주출입구 접근로,석촌유치원,이용가능
9332,109954,12800,장애인 전용 주차구역,석촌유치원,이용가능
9333,109957,12801,주출입구 접근로,석촌중학교,이용가능
9334,109958,12801,장애인 전용 주차구역,석촌중학교,이용가능
9335,109959,12801,주출입구 높이차이 제거,석촌중학교,이용가능
9336,109960,12801,장애인용 화장실,석촌중학교,이용불편
9337,109961,12802,장애인 전용 주차구역,선곡초등학교,이용불편
9338,109962,12802,주출입구 높이차이 제거,선곡초등학교,이용가능
9339,109963,12802,장애인용 승강기,선곡초등학교,이용가능
9340,109964,12802,장애인용 화장실,선곡초등학교,이용불편
9341,109972,12805,장애인 전용 주차구역,선린인터넷고등학교,이용가능
9342,109973,12805,주출입구 높이차이 제거,선린인터넷고등학교,이용가능
9343,109981,12807,장애인용 화장실,선사고등학교,이용불편
9344,109980,12807,장애인용 승강기,선사고등학교,이용불편
9345,109979,12807,주출입구 높이차이 제거,선사고등학교,이용불편
9346,109978,12807,장애인 전용 주차구역,선사고등학교,이용가능
9347,109982,12808,주출입구 접근로,선사어린이집,이용가능
9348,109983,12808,장애인 전용 주차구역,선사어린이집,이용가능
9349,109984,12808,주출입구 높이차이 제거,선사어린이집,이용가능
9350,109985,12808,장애인용 화장실,선사어린이집,이용불편
9351,109987,12810,주출입구 접근로,선유고등학교,이용불편
9352,109988,12810,장애인 전용 주차구역,선유고등학교,이용불편
9353,109989,12810,주출입구 높이차이 제거,선유고등학교,이용불편
9354,109990,12810,장애인용 승강기,선유고등학교,이용가능
9355,109991,12810,장애인용 화장실,선유고등학교,이용가능
9356,109992,12811,주출입구 접근로,선유초등학교,이용가능
9357,109993,12811,장애인 전용 주차구역,선유초등학교,이용불편
9358,109994,12811,주출입구 높이차이 제거,선유초등학교,이용불편
9359,109995,12811,장애인용 승강기,선유초등학교,이용가능
9360,109998,12812,주출입구 높이차이 제거,선일어린이집,이용가능
9361,109996,12812,주출입구 접근로,선일어린이집,이용가능
9362,109997,12812,장애인 전용 주차구역,선일어린이집,이용가능
9363,109999,12813,주출입구 접근로,선일여자고등학교,이용가능
9364,110000,12813,장애인 전용 주차구역,선일여자고등학교,이용불편
9365,110010,12817,주출입구 접근로,선재몬테소리어린이집,이용가능
9366,110011,12817,장애인 전용 주차구역,선재몬테소리어린이집,이용가능
9367,110012,12818,주출입구 접근로,선정고등학교,이용가능
9368,110013,12818,장애인 전용 주차구역,선정고등학교,이용불편
9369,110014,12818,주출입구 높이차이 제거,선정고등학교,이용가능
9370,110015,12818,장애인용 승강기,선정고등학교,이용불편
9371,110024,12821,주출입구 높이차이 제거,선한어린이집,이용가능
9372,110022,12821,주출입구 접근로,선한어린이집,이용가능
9373,110023,12821,장애인 전용 주차구역,선한어린이집,이용가능
9374,110029,12823,주출입구 높이차이 제거,섬김의집,이용가능
9375,110028,12823,장애인 전용 주차구역,섬김의집,이용불편
9376,110030,12824,주출입구 접근로,성가정어린이집,이용불편
9377,110031,12824,장애인 전용 주차구역,성가정어린이집,이용가능
9378,110032,12824,주출입구 높이차이 제거,성가정어린이집,이용가능
9379,110033,12824,장애인용 화장실,성가정어린이집,이용불편
9380,110036,12826,주출입구 접근로,성공회대학교,이용불편
9381,110037,12826,장애인 전용 주차구역,성공회대학교,이용불편
9382,110038,12826,주출입구 높이차이 제거,성공회대학교,이용가능
9383,110039,12826,장애인용 승강기,성공회대학교,이용가능
9384,110040,12826,장애인용 화장실,성공회대학교,이용불편
9385,110041,12827,주출입구 접근로,성균관유치원,이용불편
9386,110042,12827,장애인 전용 주차구역,성균관유치원,이용가능
9387,110043,12827,주출입구 높이차이 제거,성균관유치원,이용가능
9388,110044,12827,장애인용 승강기,성균관유치원,이용가능
9389,110049,12828,장애인용 화장실,성남고등학교,이용불편
9390,110048,12828,장애인용 승강기,성남고등학교,이용가능
9391,110045,12828,주출입구 접근로,성남고등학교,이용가능
9392,110046,12828,장애인 전용 주차구역,성남고등학교,이용가능
9393,110047,12828,주출입구 높이차이 제거,성남고등학교,이용가능
9394,110055,12830,주출입구 접근로,성내중학교,이용불편
9395,110056,12830,장애인 전용 주차구역,성내중학교,이용불편
9396,110057,12830,주출입구 높이차이 제거,성내중학교,이용불편
9397,110058,12830,장애인용 화장실,성내중학교,이용불편
9398,110063,12831,장애인용 화장실,성내초등학교,이용불편
9399,110059,12831,주출입구 접근로,성내초등학교,이용불편
9400,110060,12831,장애인 전용 주차구역,성내초등학교,이용가능
9401,110061,12831,주출입구 높이차이 제거,성내초등학교,이용불편
9402,110062,12831,장애인용 승강기,성내초등학교,이용가능
9403,110066,12832,주출입구 높이차이 제거,성덕어린이집,이용가능
9404,110067,12832,장애인용 화장실,성덕어린이집,이용가능
9405,110064,12832,주출입구 접근로,성덕어린이집,이용가능
9406,110065,12832,장애인 전용 주차구역,성덕어린이집,이용가능
9407,110073,12834,장애인용 화장실,성덕여자상업고등학교,이용불편
9408,110071,12834,장애인 전용 주차구역,성덕여자상업고등학교,이용가능
9409,110072,12834,주출입구 높이차이 제거,성덕여자상업고등학교,이용가능
9410,110074,12835,주출입구 접근로,성동고등학교,이용가능
9411,110075,12835,장애인 전용 주차구역,성동고등학교,이용불편
9412,110076,12835,주출입구 높이차이 제거,성동고등학교,이용가능
9413,110077,12835,장애인용 승강기,성동고등학교,이용가능
9414,110078,12835,장애인용 화장실,성동고등학교,이용불편
9415,110079,12836,주출입구 접근로,성동글로벌경영고등학교,이용가능
9416,110080,12836,장애인 전용 주차구역,성동글로벌경영고등학교,이용불편
9417,110081,12836,주출입구 높이차이 제거,성동글로벌경영고등학교,이용가능
9418,110082,12836,장애인용 승강기,성동글로벌경영고등학교,이용가능
9419,110083,12836,장애인용 화장실,성동글로벌경영고등학교,이용불편
9420,110087,12837,장애인용 승강기,성동초등학교,이용불편
9421,110086,12837,주출입구 높이차이 제거,성동초등학교,이용가능
9422,110088,12837,장애인용 화장실,성동초등학교,이용불편
9423,110084,12837,주출입구 접근로,성동초등학교,이용가능
9424,110085,12837,장애인 전용 주차구역,성동초등학교,이용불편
9425,110089,12838,주출입구 접근로,성모유치원,이용가능
9426,110090,12838,장애인 전용 주차구역,성모유치원,이용가능
9427,110091,12838,주출입구 높이차이 제거,성모유치원,이용가능
9428,110092,12839,주출입구 접근로,성민어린이집,이용가능
9429,110093,12839,장애인 전용 주차구역,성민어린이집,이용가능
9430,110094,12839,주출입구 높이차이 제거,성민어린이집,이용가능
9431,110098,12840,장애인용 화장실,성북메가스터디학원,이용불편
9432,110097,12840,장애인용 승강기,성북메가스터디학원,이용불편
9433,110095,12840,장애인 전용 주차구역,성북메가스터디학원,이용가능
9434,110096,12840,주출입구 높이차이 제거,성북메가스터디학원,이용가능
9435,110102,12841,장애인용 화장실,성사중학교,이용불편
9436,110099,12841,주출입구 접근로,성사중학교,이용가능
9437,110100,12841,장애인 전용 주차구역,성사중학교,이용가능
9438,110101,12841,주출입구 높이차이 제거,성사중학교,이용가능
9439,110105,12842,장애인용 화장실,성산중학교,이용불편
9440,110103,12842,장애인 전용 주차구역,성산중학교,이용가능
9441,110104,12842,주출입구 높이차이 제거,성산중학교,이용불편
9442,110106,12843,장애인 전용 주차구역,성산초등학교,이용가능
9443,110107,12843,주출입구 높이차이 제거,성산초등학교,이용불편
9444,110108,12843,장애인용 승강기,성산초등학교,이용가능
9445,110109,12843,장애인용 화장실,성산초등학교,이용불편
9446,110110,12844,주출입구 접근로,성산푸른초장성민어린이집,이용불편
9447,110111,12844,장애인 전용 주차구역,성산푸른초장성민어린이집,이용가능
9448,110112,12844,주출입구 높이차이 제거,성산푸른초장성민어린이집,이용불편
9449,110117,12845,장애인용 화장실,성서중학교,이용불편
9450,110113,12845,주출입구 접근로,성서중학교,이용불편
9451,110114,12845,장애인 전용 주차구역,성서중학교,이용불편
9452,110115,12845,주출입구 높이차이 제거,성서중학교,이용불편
9453,110116,12845,장애인용 승강기,성서중학교,이용가능
9454,110119,12846,장애인용 화장실,성서초등학교,이용불편
9455,110118,12846,장애인 전용 주차구역,성서초등학교,이용불편
9456,110120,12847,주출입구 접근로,성수고등학교,이용가능
9457,110121,12847,장애인 전용 주차구역,성수고등학교,이용불편
9458,110122,12847,주출입구 높이차이 제거,성수고등학교,이용불편
9459,110123,12847,장애인용 승강기,성수고등학교,이용가능
9460,110124,12847,장애인용 화장실,성수고등학교,이용불편
9461,110130,12849,주출입구 접근로,성신어린이집,이용가능
9462,110131,12849,장애인 전용 주차구역,성신어린이집,이용가능
9463,110132,12849,주출입구 높이차이 제거,성신어린이집,이용불편
9464,110136,12850,장애인용 승강기,성신여대운정캠퍼스,이용불편
9465,110135,12850,주출입구 높이차이 제거,성신여대운정캠퍼스,이용가능
9466,110137,12850,장애인용 화장실,성신여대운정캠퍼스,이용가능
9467,110133,12850,주출입구 접근로,성신여대운정캠퍼스,이용가능
9468,110134,12850,장애인 전용 주차구역,성신여대운정캠퍼스,이용가능
9469,110140,12851,장애인용 화장실,성신여자고등학교,이용불편
9470,110138,12851,장애인 전용 주차구역,성신여자고등학교,이용불편
9471,110139,12851,주출입구 높이차이 제거,성신여자고등학교,이용가능
9472,110141,12852,장애인 전용 주차구역,성신여자대학교 성신관,이용불편
9473,110142,12852,주출입구 높이차이 제거,성신여자대학교 성신관,이용불편
9474,110143,12852,장애인용 승강기,성신여자대학교 성신관,이용가능
9475,110144,12852,장애인용 화장실,성신여자대학교 성신관,이용가능
9476,110145,12853,주출입구 높이차이 제거,성신초등학교,이용가능
9477,110146,12853,장애인용 화장실,성신초등학교,이용가능
9478,110147,12854,주출입구 접근로,성심어린이집,이용가능
9479,110148,12854,장애인 전용 주차구역,성심어린이집,이용가능
9480,110149,12854,주출입구 높이차이 제거,성심어린이집,이용불편
9481,110150,12855,주출입구 접근로,성심유치원,이용가능
9482,110151,12855,장애인 전용 주차구역,성심유치원,이용가능
9483,110152,12855,주출입구 높이차이 제거,성심유치원,이용불편
9484,110157,12856,장애인용 화장실,성심학원,이용불편
9485,110156,12856,장애인용 승강기,성심학원,이용불편
9486,110154,12856,장애인 전용 주차구역,성심학원,이용불편
9487,110153,12856,주출입구 접근로,성심학원,이용불편
9488,110155,12856,주출입구 높이차이 제거,성심학원,이용불편
9489,110158,12857,주출입구 접근로,성아어린이집,이용가능
9490,110159,12857,장애인 전용 주차구역,성아어린이집,이용가능
9491,110160,12857,장애인용 화장실,성아어린이집,이용불편
9492,110161,12858,주출입구 접근로,성아유치원,이용가능
9493,110162,12858,장애인 전용 주차구역,성아유치원,이용가능
9494,110163,12858,주출입구 높이차이 제거,성아유치원,이용가능
9495,110164,12858,장애인용 화장실,성아유치원,이용불편
9496,110174,12861,주출입구 높이차이 제거,성애어린이집,이용가능
9497,110172,12861,주출입구 접근로,성애어린이집,이용불편
9498,110173,12861,장애인 전용 주차구역,성애어린이집,이용가능
9499,110175,12861,장애인용 승강기,성애어린이집,이용불편
9500,110176,12862,장애인 전용 주차구역,성원아파트1층어린이집,이용가능
9501,110177,12863,주출입구 접근로,성원중학교,이용가능
9502,110178,12863,장애인 전용 주차구역,성원중학교,이용불편
9503,110179,12863,주출입구 높이차이 제거,성원중학교,이용가능
9504,110180,12863,장애인용 승강기,성원중학교,이용불편
9505,110181,12863,장애인용 화장실,성원중학교,이용불편
9506,110182,12864,주출입구 접근로,성원초등학교,이용가능
9507,110183,12864,장애인 전용 주차구역,성원초등학교,이용가능
9508,110184,12864,주출입구 높이차이 제거,성원초등학교,이용가능
9509,110185,12865,주출입구 접근로,성일어린이집,이용가능
9510,110186,12865,장애인 전용 주차구역,성일어린이집,이용가능
9511,110187,12865,주출입구 높이차이 제거,성일어린이집,이용가능
9512,110194,12867,장애인용 화장실,성일중학교,이용불편
9513,110193,12867,주출입구 높이차이 제거,성일중학교,이용가능
9514,110191,12867,주출입구 접근로,성일중학교,이용가능
9515,110192,12867,장애인 전용 주차구역,성일중학교,이용불편
9516,110195,12868,주출입구 접근로,성일초등학교,이용불편
9517,110196,12868,장애인 전용 주차구역,성일초등학교,이용불편
9518,110197,12868,주출입구 높이차이 제거,성일초등학교,이용불편
9519,110198,12868,장애인용 화장실,성일초등학교,이용불편
9520,110199,12869,장애인 전용 주차구역,성재중학교,이용불편
9521,110200,12869,주출입구 높이차이 제거,성재중학교,이용불편
9522,110201,12869,장애인용 승강기,성재중학교,이용가능
9523,110202,12869,장애인용 화장실,성재중학교,이용불편
9524,110205,12870,주출입구 높이차이 제거,성진교회(어린이집),이용가능
9525,110203,12870,주출입구 접근로,성진교회(어린이집),이용가능
9526,110204,12870,장애인 전용 주차구역,성진교회(어린이집),이용가능
9527,110207,12871,장애인 전용 주차구역,성진몬테소리어린이집,이용가능
9528,110208,12871,주출입구 높이차이 제거,성진몬테소리어린이집,이용불편
9529,110206,12871,주출입구 접근로,성진몬테소리어린이집,이용가능
9530,110211,12872,주출입구 높이차이 제거,성화어린이집,이용가능
9531,110210,12872,장애인 전용 주차구역,성화어린이집,이용가능
9532,110209,12872,주출입구 접근로,성화어린이집,이용불편
9533,110212,12873,주출입구 접근로,세검정초등학교,이용가능
9534,110213,12873,장애인 전용 주차구역,세검정초등학교,이용불편
9535,110214,12873,주출입구 높이차이 제거,세검정초등학교,이용불편
9536,110215,12873,장애인용 승강기,세검정초등학교,이용불편
9537,110216,12873,장애인용 화장실,세검정초등학교,이용불편
9538,110217,12874,주출입구 접근로,세곡도서관,이용가능
9539,110218,12874,장애인 전용 주차구역,세곡도서관,이용가능
9540,110219,12874,장애인용 승강기,세곡도서관,이용가능
9541,110220,12874,장애인용 화장실,세곡도서관,이용불편
9542,110222,12875,주출입구 높이차이 제거,세곡초등학교,이용가능
9543,110223,12875,장애인용 화장실,세곡초등학교,이용불편
9544,110221,12875,주출입구 접근로,세곡초등학교,이용불편
9545,110225,12877,주출입구 접근로,세라핌어린이집,이용가능
9546,110226,12877,장애인 전용 주차구역,세라핌어린이집,이용가능
9547,110227,12877,주출입구 높이차이 제거,세라핌어린이집,이용불편
9548,110228,12877,장애인용 승강기,세라핌어린이집,이용불편
9549,110229,12877,장애인용 화장실,세라핌어린이집,이용불편
9550,110230,12878,주출입구 접근로,세륜초등학교,이용가능
9551,110231,12878,장애인 전용 주차구역,세륜초등학교,이용가능
9552,110232,12878,주출입구 높이차이 제거,세륜초등학교,이용가능
9553,110233,12878,장애인용 화장실,세륜초등학교,이용불편
9554,110236,12879,주출입구 높이차이 제거,세명컴퓨터고등학교,이용가능
9555,110234,12879,주출입구 접근로,세명컴퓨터고등학교,이용불편
9556,110235,12879,장애인 전용 주차구역,세명컴퓨터고등학교,이용가능
9557,110237,12879,장애인용 화장실,세명컴퓨터고등학교,이용가능
9558,110239,12880,장애인 전용 주차구역,세모네모어린이집,이용가능
9559,110238,12880,주출입구 접근로,세모네모어린이집,이용가능
9560,110240,12881,주출입구 접근로,세모네모재능어린이집,이용가능
9561,110241,12881,장애인 전용 주차구역,세모네모재능어린이집,이용가능
9562,110242,12881,주출입구 높이차이 제거,세모네모재능어린이집,이용가능
9563,110243,12881,장애인용 승강기,세모네모재능어린이집,이용불편
9564,110244,12881,장애인용 화장실,세모네모재능어린이집,이용불편
9565,110245,12882,주출입구 접근로,세브란스 어린이집,이용가능
9566,110246,12882,장애인 전용 주차구역,세브란스 어린이집,이용가능
9567,110247,12882,주출입구 높이차이 제거,세브란스 어린이집,이용가능
9568,110248,12882,장애인용 화장실,세브란스 어린이집,이용불편
9569,110253,12884,장애인 전용 주차구역,세빛어린이집,이용가능
9570,110254,12884,주출입구 높이차이 제거,세빛어린이집,이용가능
9571,110261,12886,주출입구 높이차이 제거,세인어린이집,이용불편
9572,110259,12886,주출입구 접근로,세인어린이집,이용가능
9573,110260,12886,장애인 전용 주차구역,세인어린이집,이용가능
9574,110262,12887,주출입구 접근로,세인유치원,이용가능
9575,110263,12887,장애인 전용 주차구역,세인유치원,이용가능
9576,110264,12888,주출입구 접근로,세일학원,이용가능
9577,110265,12888,장애인 전용 주차구역,세일학원,이용불편
9578,110266,12888,장애인용 승강기,세일학원,이용불편
9579,110267,12888,장애인용 화장실,세일학원,이용불편
9580,110276,12890,장애인용 승강기,세종대학교애지헌,이용불편
9581,110273,12890,주출입구 접근로,세종대학교애지헌,이용가능
9582,110274,12890,장애인 전용 주차구역,세종대학교애지헌,이용불편
9583,110275,12890,주출입구 높이차이 제거,세종대학교애지헌,이용가능
9584,110277,12890,장애인용 화장실,세종대학교애지헌,이용불편
9585,110284,12892,장애인 전용 주차구역,세종어린이집,이용가능
9586,110283,12892,주출입구 접근로,세종어린이집,이용가능
9587,110296,12895,장애인용 화장실,세현고등학교,이용불편
9588,110295,12895,장애인용 승강기,세현고등학교,이용가능
9589,110293,12895,주출입구 접근로,세현고등학교,이용불편
9590,110294,12895,주출입구 높이차이 제거,세현고등학교,이용불편
9591,110297,12896,주출입구 접근로,세화어린이집,이용가능
9592,110298,12896,장애인 전용 주차구역,세화어린이집,이용가능
9593,110299,12896,주출입구 높이차이 제거,세화어린이집,이용불편
9594,110300,12897,주출입구 접근로,세화키즈어린이집,이용가능
9595,110301,12897,장애인 전용 주차구역,세화키즈어린이집,이용가능
9596,110302,12898,주출입구 접근로,소라어린이집,이용불편
9597,110303,12899,주출입구 접근로,소망교회(소망어린이집),이용가능
9598,110304,12899,장애인 전용 주차구역,소망교회(소망어린이집),이용가능
9599,110308,12900,장애인용 화장실,소망어린이집,이용가능
9600,110305,12900,주출입구 접근로,소망어린이집,이용가능
9601,110306,12900,장애인 전용 주차구역,소망어린이집,이용가능
9602,110307,12900,주출입구 높이차이 제거,소망어린이집,이용가능
9603,110311,12901,주출입구 높이차이 제거,소슬유치원,이용가능
9604,110310,12901,장애인 전용 주차구역,소슬유치원,이용가능
9605,110309,12901,주출입구 접근로,소슬유치원,이용가능
9606,110312,12902,주출입구 접근로,소월어린이집,이용가능
9607,110313,12902,장애인 전용 주차구역,소월어린이집,이용가능
9608,110314,12902,주출입구 높이차이 제거,소월어린이집,이용가능
9609,110315,12903,주출입구 접근로,솔로몬어린이집,이용가능
9610,110316,12903,장애인 전용 주차구역,솔로몬어린이집,이용가능
9611,110317,12903,장애인용 승강기,솔로몬어린이집,이용불편
9612,110326,12907,주출입구 높이차이 제거,솔지어린이집,이용가능
9613,110324,12907,주출입구 접근로,솔지어린이집,이용가능
9614,110325,12907,장애인 전용 주차구역,솔지어린이집,이용가능
9615,110329,12908,주출입구 높이차이 제거,솜사탕어린이집,이용가능
9616,110328,12908,장애인 전용 주차구역,솜사탕어린이집,이용가능
9617,110327,12908,주출입구 접근로,솜사탕어린이집,이용불편
9618,110334,12909,장애인용 화장실,송곡고등학교,이용불편
9619,110333,12909,장애인용 승강기,송곡고등학교,이용불편
9620,110330,12909,주출입구 접근로,송곡고등학교,이용가능
9621,110331,12909,장애인 전용 주차구역,송곡고등학교,이용가능
9622,110332,12909,주출입구 높이차이 제거,송곡고등학교,이용가능
9623,110345,12912,주출입구 접근로,송곡여자중학교,이용불편
9624,110346,12912,장애인 전용 주차구역,송곡여자중학교,이용가능
9625,110347,12912,주출입구 높이차이 제거,송곡여자중학교,이용가능
9626,110348,12912,장애인용 승강기,송곡여자중학교,이용불편
9627,110349,12912,장애인용 화장실,송곡여자중학교,이용불편
9628,110350,12913,주출입구 접근로,송림어린이집,이용가능
9629,110351,12913,장애인 전용 주차구역,송림어린이집,이용가능
9630,110356,12914,장애인용 화장실,송원초등학교,이용가능
9631,110355,12914,장애인용 승강기,송원초등학교,이용가능
9632,110354,12914,주출입구 높이차이 제거,송원초등학교,이용가능
9633,110352,12914,주출입구 접근로,송원초등학교,이용가능
9634,110353,12914,장애인 전용 주차구역,송원초등학교,이용가능
9635,110357,12915,주출입구 접근로,송이유치원,이용가능
9636,110358,12915,장애인 전용 주차구역,송이유치원,이용가능
9637,110359,12916,주출입구 접근로,송정중학교,이용불편
9638,110360,12916,주출입구 높이차이 제거,송정중학교,이용불편
9639,110361,12916,장애인용 화장실,송정중학교,이용불편
9640,110365,12917,장애인용 승강기,송정초등학교,이용가능
9641,110362,12917,주출입구 접근로,송정초등학교,이용불편
9642,110363,12917,장애인 전용 주차구역,송정초등학교,이용불편
9643,110364,12917,주출입구 높이차이 제거,송정초등학교,이용불편
9644,110367,12918,장애인 전용 주차구역,송중초등학교,이용불편
9645,110368,12918,주출입구 높이차이 제거,송중초등학교,이용가능
9646,110366,12918,주출입구 접근로,송중초등학교,이용가능
9647,110369,12918,장애인용 화장실,송중초등학교,이용불편
9648,110373,12919,장애인용 승강기,송파공업고등학교,이용가능
9649,110372,12919,주출입구 높이차이 제거,송파공업고등학교,이용가능
9650,110374,12919,장애인용 화장실,송파공업고등학교,이용불편
9651,110370,12919,주출입구 접근로,송파공업고등학교,이용가능
9652,110371,12919,장애인 전용 주차구역,송파공업고등학교,이용가능
9653,110376,12920,장애인 전용 주차구역,송파리틀집,이용가능
9654,110377,12920,주출입구 높이차이 제거,송파리틀집,이용가능
9655,110375,12920,주출입구 접근로,송파리틀집,이용불편
9656,110380,12921,주출입구 높이차이 제거,송파메가스터디학원,이용가능
9657,110381,12921,장애인용 승강기,송파메가스터디학원,이용불편
9658,110378,12921,주출입구 접근로,송파메가스터디학원,이용가능
9659,110379,12921,장애인 전용 주차구역,송파메가스터디학원,이용가능
9660,110383,12922,장애인 전용 주차구역,송파스카이에듀학원,이용가능
9661,110382,12922,주출입구 접근로,송파스카이에듀학원,이용가능
9662,110384,12923,주출입구 접근로,송파이투스학원,이용가능
9663,110385,12923,장애인 전용 주차구역,송파이투스학원,이용가능
9664,110386,12923,장애인용 승강기,송파이투스학원,이용불편
9665,110387,12924,주출입구 접근로,송파초등학교,이용가능
9666,110388,12924,장애인 전용 주차구역,송파초등학교,이용불편
9667,110389,12924,주출입구 높이차이 제거,송파초등학교,이용불편
9668,110390,12925,주출입구 접근로,송현학원,이용가능
9669,110391,12925,장애인 전용 주차구역,송현학원,이용불편
9670,110392,12925,주출입구 높이차이 제거,송현학원,이용불편
9671,110393,12926,장애인 전용 주차구역,수달리별리어린이집,이용가능
9672,110397,12927,장애인용 승강기,수도여자고등학교,이용가능
9673,110396,12927,주출입구 높이차이 제거,수도여자고등학교,이용가능
9674,110398,12927,장애인용 화장실,수도여자고등학교,이용불편
9675,110394,12927,주출입구 접근로,수도여자고등학교,이용가능
9676,110395,12927,장애인 전용 주차구역,수도여자고등학교,이용가능
9677,110399,12928,주출입구 접근로,수도전기공업고등학교,이용가능
9678,110400,12928,장애인 전용 주차구역,수도전기공업고등학교,이용가능
9679,110401,12928,주출입구 높이차이 제거,수도전기공업고등학교,이용가능
9680,110402,12928,장애인용 화장실,수도전기공업고등학교,이용불편
9681,110407,12929,장애인용 화장실,수락고등학교,이용불편
9682,110406,12929,장애인용 승강기,수락고등학교,이용가능
9683,110405,12929,주출입구 높이차이 제거,수락고등학교,이용불편
9684,110403,12929,주출입구 접근로,수락고등학교,이용가능
9685,110404,12929,장애인 전용 주차구역,수락고등학교,이용불편
9686,110408,12930,주출입구 접근로,수락중학교,이용불편
9687,110409,12930,장애인 전용 주차구역,수락중학교,이용불편
9688,110410,12930,주출입구 높이차이 제거,수락중학교,이용불편
9689,110411,12930,장애인용 승강기,수락중학교,이용가능
9690,110415,12931,장애인용 화장실,수명고등학교,이용가능
9691,110414,12931,장애인용 승강기,수명고등학교,이용가능
9692,110413,12931,주출입구 높이차이 제거,수명고등학교,이용가능
9693,110412,12931,장애인 전용 주차구역,수명고등학교,이용불편
9694,110416,12932,주출입구 접근로,수명중학교,이용가능
9695,110417,12932,장애인 전용 주차구역,수명중학교,이용불편
9696,110418,12932,주출입구 높이차이 제거,수명중학교,이용불편
9697,110419,12932,장애인용 승강기,수명중학교,이용가능
9698,110420,12932,장애인용 화장실,수명중학교,이용가능
9699,110421,12933,주출입구 접근로,수명초등학교,이용불편
9700,110422,12933,장애인 전용 주차구역,수명초등학교,이용불편
9701,110423,12933,주출입구 높이차이 제거,수명초등학교,이용불편
9702,110424,12933,장애인용 승강기,수명초등학교,이용불편
9703,110429,12934,장애인용 화장실,수색초등학교,이용불편
9704,110427,12934,주출입구 높이차이 제거,수색초등학교,이용가능
9705,110428,12934,장애인용 승강기,수색초등학교,이용가능
9706,110425,12934,주출입구 접근로,수색초등학교,이용가능
9707,110426,12934,장애인 전용 주차구역,수색초등학교,이용가능
9708,110430,12935,장애인 전용 주차구역,수암초등학교,이용불편
9709,110431,12935,주출입구 높이차이 제거,수암초등학교,이용불편
9710,110432,12935,장애인용 승강기,수암초등학교,이용불편
9711,110433,12935,장애인용 화장실,수암초등학교,이용불편
9712,110434,12936,주출입구 접근로,수유교회가동유치원,이용불편
9713,110435,12936,장애인 전용 주차구역,수유교회가동유치원,이용가능
9714,110436,12936,주출입구 높이차이 제거,수유교회가동유치원,이용불편
9715,110445,12939,장애인 전용 주차구역,수잔나어린이집,이용가능
9716,110449,12940,장애인용 화장실,수정유치원,이용불편
9717,110446,12940,주출입구 접근로,수정유치원,이용가능
9718,110447,12940,장애인 전용 주차구역,수정유치원,이용가능
9719,110448,12940,주출입구 높이차이 제거,수정유치원,이용가능
9720,110451,12941,장애인 전용 주차구역,수피아 어린이집,이용가능
9721,110452,12941,주출입구 높이차이 제거,수피아 어린이집,이용가능
9722,110450,12941,주출입구 접근로,수피아 어린이집,이용가능
9723,110453,12942,주출입구 접근로,숙명 여자 고등학교,이용가능
9724,110454,12942,장애인 전용 주차구역,숙명 여자 고등학교,이용가능
9725,110455,12942,주출입구 높이차이 제거,숙명 여자 고등학교,이용가능
9726,110456,12942,장애인용 승강기,숙명 여자 고등학교,이용가능
9727,110457,12942,장애인용 화장실,숙명 여자 고등학교,이용불편
9728,110466,12945,주출입구 접근로,숙명여대 새빛관,이용불편
9729,110467,12945,장애인 전용 주차구역,숙명여대 새빛관,이용가능
9730,110468,12945,장애인용 화장실,숙명여대 새빛관,이용불편
9731,110469,12946,주출입구 접근로,숙명여대 창업보육센터,이용가능
9732,110470,12946,장애인 전용 주차구역,숙명여대 창업보육센터,이용가능
9733,110471,12946,주출입구 높이차이 제거,숙명여대 창업보육센터,이용불편
9734,110472,12946,장애인용 승강기,숙명여대 창업보육센터,이용가능
9735,110473,12946,장애인용 화장실,숙명여대 창업보육센터,이용불편
9736,110475,12947,장애인 전용 주차구역,순복음대학원대학교,이용가능
9737,110474,12947,주출입구 접근로,순복음대학원대학교,이용가능
9738,110476,12948,주출입구 접근로,숭곡중학교,이용가능
9739,110477,12948,장애인 전용 주차구역,숭곡중학교,이용가능
9740,110478,12948,주출입구 높이차이 제거,숭곡중학교,이용가능
9741,110479,12948,장애인용 승강기,숭곡중학교,이용불편
9742,110480,12948,장애인용 화장실,숭곡중학교,이용불편
9743,110481,12949,주출입구 접근로,숭덕초등학교,이용가능
9744,110482,12949,장애인 전용 주차구역,숭덕초등학교,이용가능
9745,110483,12949,주출입구 높이차이 제거,숭덕초등학교,이용불편
9746,110484,12949,장애인용 화장실,숭덕초등학교,이용불편
9747,110485,12950,장애인 전용 주차구역,숭미초,이용불편
9748,110486,12950,주출입구 높이차이 제거,숭미초,이용불편
9749,110487,12950,장애인용 화장실,숭미초,이용불편
9750,110491,12951,장애인용 승강기,숭실고등학교,이용불편
9751,110490,12951,주출입구 높이차이 제거,숭실고등학교,이용불편
