,Unnamed: 0,category,place_name,place_address,lat,lon,place_id
232,240,education/job,장애인영농재활시설,경기 남양주 진접읍 연평리 472외 2필지 등 장애인영농재활시설,37.6843303,127.17150009999999,40240
233,241,education/job,마리스타 보호작업장,충북 충주시 산척면 지속골길 71 마리스타 보호작업장,37.0634895,127.9703874,40241
234,242,education/job,마포구립 장애인직업재활센터,마포구 매봉산로 18 (상암동 1640)2층 206호 마포구립 장애인직업재활센터,37.574198700000004,126.8899631,40242
237,245,education/job,드림장애인 보호작업장,양천구 신남길 20 드림장애인 보호작업장,37.5158084,126.84172379999998,40245
239,247,education/job,열림일터,강서구 까치산로 136(화곡6동) 열림일터,37.549460499999995,126.8516847,40247
240,248,education/job,구립강서구 직업재활센터,강서구 허준로 95-9 구립강서구 직업재활센터,37.567426,126.851724,40248
241,249,education/job,교남어유지동산,경기파주적성면 어못내길94-44 교남어유지동산,37.9987172,126.9887603,40249
242,250,education/job,다사랑 직업재활시설,강서구방화대로40길37 다사랑 직업재활시설,37.5710716,126.8188154,40250
245,253,education/job,보라매보호작업장,금천구 가산디지털2로 136(승일벤처타워 302호) 보라매보호작업장,37.4801032,126.87962749999998,40253
246,254,wellfare,충현복지관,서울특별시 강남구 논현로98길 16 충현복지관,37.5036713,127.03699109999998,40254
247,255,education/job,강서나누리센터 보호작업장,강서구 공항대로 7가길 21-3 강서나누리센터 보호작업장,37.562850299999994,126.81405330000001,40255
248,256,education/job,초록등대 장애인보호작업장,강서구 강서로 68길 12 초록등대 장애인보호작업장,37.5662352,126.84157990000001,40256
249,257,education/job,강서희망보호작업장,강서구 강서로34길 36 (화곡동)프리즘오피스302호 강서희망보호작업장,37.5433339,126.84150179999999,40257
250,258,education/job,에덴하우스,경기 파주시 소라지로195길 47-30 에덴하우스,37.7406292,126.69331650000001,40258
251,259,education/job,형원,경기파주시소라지로195번길 47-20신촌동 형원,37.7381632,126.6922763,40259
253,261,education/job,구로구립 장애인보호작업장,구로구 경인로21 (온수동 44-21) 구로구립 장애인보호작업장,37.4897768,126.8247718,40261
254,262,education/job,늘푸름보호작업장,구로구 부일로 1나길38 (온수동) 늘푸름보호작업장,37.4929219,126.81676809999999,40262
255,263,education/job,EM실천,금천구 서부샛길 648 대륭테크노타워 6차 1004호 EM실천,37.481232,126.87619540000001,40263
258,266,education/job,금천구립 장애인보호작업장,금천구 한내로 69-15 금천구립 장애인보호작업장,37.457724600000006,126.88739509999999,40266
259,267,education/job,소올터직업재활,금천구 범안로 1138 고려테크온603호 소올터직업재활,37.4658084,126.8883962,40267
260,268,education/job,실로암장애인 근로사업장,관악구 남부순환로 1717 실로암장애인 근로사업장,37.4829514,126.9411179,40268
261,269,education/job,SG블루웰,금천구 두산로 70 현대지식산업센터 B동 419 SG블루웰,37.468942299999995,126.8956174,40269
262,270,education/job,행복한나무,영등포구 양산로 96 (당산동 2가) 행복한나무,37.5236145,126.89349340000001,40270
263,271,education/job,동작구립 장애인보호작업장,동작구 등용로12길 57 동작구립 장애인보호작업장,37.5119805,126.9324524,40271
266,274,education/job,SRC직업재활센터 (구 삼육직업재활작업소),경기도 성남시 중원구 둔촌대로 545 한라시그마밸리 1006호 SRC직업재활센터 (구 삼육직업재활작업소),37.431886999999996,127.17742890000001,40274
267,275,education/job,나자로의집,관악구 남부순환로 194길 81 나자로의집,37.481381299999995,126.93417029999999,40275
268,276,education/job,함께사는세상 보호작업장,관악구 국회단지길 67 1층 함께사는세상 보호작업장,37.488673299999995,126.9412779,40276
269,277,education/job,갑을장애인 직업휴먼센터,관악구 난우16길 13-7 갑을장애인 직업휴먼센터,37.4777105,126.9178696,40277
271,279,education/job,사랑의일터,"서초구 서초대로 351, 로템2빌딩 6층 사랑의일터",37.4957739,127.0196737,40279
272,280,education/job,사랑손보호작업장,서초구 서초대로28길 24 사랑손보호작업장,37.487287,126.99589350000001,40280
273,281,education/job,사)대한안마사협회 부설안마수련원,서초구 서초중앙로22길 105 사)대한안마사협회 부설안마수련원,37.494544399999995,127.0195867,40281
276,284,education/job,라파엘 직업재활센터,경기도 여주시 강천면 원양1로 907 라파엘 직업재활센터,37.34645020000001,127.7341111,40284
280,288,education/job,소망제이앤피,강남구 언주로167길 35 4층 소망제이앤피,37.526374600000004,127.0302808,40288
282,290,education/job,래그랜느보호작업장,강남구 양재대로55길 13 지하1층 래그랜느보호작업장,37.49169860000001,127.08759520000001,40290
283,291,wellfare,서대문농아인복지관,서울특별시 서대문구 수색로4가길 23 서대문농아인복지관,37.5707006,126.913825,40291
284,292,wellfare,양천장애인복지관,서울특별시 양천구 목동동로 159 양천장애인복지관,37.5199002,126.8698811,40292
