,category,lat,lon,place_address,place_id,place_name
226,shopping/mart,37.664194200000004,127.0658291,서울특별시 노원구 한글비석로 471,10234,GS슈퍼상계점
227,shopping/mart,37.5767364,127.05714099999999,서울특별시 동대문구 사가정로 104,10235,HK마트
228,shopping/mart,37.599282099999996,127.0347221,서울특별시 성북구 종암로 102,10236,LG베스트
229,shopping/mart,37.601245,126.9245912,서울특별시 은평구 은평로 153,10237,LG베스트샵
233,shopping/mart,37.5299298,127.1207449,서울특별시 강동구 올림픽로 542,10241,LG전자
234,shopping/mart,37.4948946,127.1237467,서울특별시 송파구 중대로 142,10243,LG프라자
235,shopping/mart,37.5388294,127.0556655,서울특별시 성동구 뚝섬로  403,10244,LG하이프라자
236,shopping/mart,37.55993370000001,126.8405133,서울특별시 강서구 강서로56길 17,10245,NC백화점
237,shopping/mart,37.6430031,127.0374676,서울특별시 도봉구 덕릉로63가길 60,10246,SM마트창동점
238,shopping/mart,37.4773527,126.88771840000001,서울특별시 금천구 디지털로 188,10247,W-MALL
239,shopping/mart,37.4776846,127.1249925,서울특별시 송파구 충민로 66,10248,가든파이브 NC백화점(LIFE관)
240,shopping/mart,37.553503899999995,126.820806,서울특별시 강서구 발산로  40,10249,강서농수산물도매시장
241,shopping/mart,37.576777299999996,126.8118723,서울특별시 강서구 금낭화로 287-10,10250,강서농협하나로마트
242,shopping/mart,37.5284803,127.0400742,서울특별시 강남구 압구정로 343,10251,갤러리아백화점WEST
243,shopping/mart,37.450796200000006,126.9102489,서울특별시 금천구 탑골로  2,10252,관악농협(금천점)
244,shopping/mart,37.483625,126.9552125,서울특별시 관악구 관악로  212,10253,관악프라자
245,shopping/mart,37.558949299999995,127.0092626,서울특별시 중구 동호로20길  24,10254,광희시장
246,shopping/mart,37.6434849,127.01645819999999,서울특별시 강북구 삼양로 450,10255,국민마트
247,shopping/mart,37.56018510000001,126.839298,서울특별시 강서구 강서로  388,10256,그랜드마트
248,shopping/mart,37.561918,126.9867969,서울특별시 중구 명동8가길 31,10257,꿈꾸는청년가게
249,shopping/mart,37.4800727,126.9028666,서울특별시 관악구 남부순환로 1369,10258,농협관악농산물백화점
250,shopping/mart,37.6059513,127.09566909999998,서울특별시 중랑구 신내로  74,10259,농협하나로마트
251,shopping/mart,37.66066370000001,127.02437749999999,서울특별시 도봉구 방학로15길 19,10260,더브러마트
252,shopping/mart,37.5099223,126.8984578,서울특별시 영등포구 도영로 50,10261,도림시장
253,shopping/mart,37.467890600000004,126.897208,서울특별시 금천구 시흥대로  385,10262,독산동 하이마트
254,shopping/mart,37.613557,127.07526100000001,서울특별시 중랑구 중랑역로 225,10263,두리마트
255,shopping/mart,37.6357032,127.0338335,서울특별시 강북구 한천로 960,10264,디지털프라자
256,shopping/mart,37.6311251,127.01617150000001,서울특별시 강북구 삼양로79길 24-17,10265,럭키마트
257,shopping/mart,37.6557362,127.04354840000002,서울특별시 도봉구 해등로16길   63,10266,럭키할인마트
258,shopping/mart,37.517464600000004,126.8964926,서울특별시 영등포구 당산로   34,10267,로데오
259,shopping/mart,37.476157,126.97907409999999,서울특별시 관악구 남부순환로 2074,10268,롯데마이수퍼
260,shopping/mart,37.6087292,127.0191555,서울특별시 성북구 길음로13길 24,10269,롯데마이슈퍼
261,shopping/mart,37.498315999999996,126.87275349999999,서울특별시 구로구 경인로 482,10270,롯데마트
264,shopping/mart,37.4917789,127.11788100000001,서울특별시 송파구 중대로 80,10273,롯데마트 송파점
265,shopping/mart,37.646412299999994,127.03716399999999,서울특별시 도봉구 도봉로110길  65,10274,롯데마트999
266,shopping/mart,37.497040999999996,127.05321529999999,서울특별시 강남구 도곡로 401,10275,롯데백화점 강남점
267,shopping/mart,37.4904955,126.92497990000001,서울특별시 관악구 봉천로  209,10276,롯데백화점 관악점
268,shopping/mart,37.61459470000001,127.0305364,서울특별시 강북구 도봉로 62,10277,롯데백화점 미아점
269,shopping/mart,37.491830799999995,127.0252409,서울특별시 서초구 사임당로 143,10278,롯데슈퍼
271,shopping/mart,37.4838632,126.930252,서울특별시 관악구 신림로  330,10280,롯데시네마 신림
272,shopping/mart,37.5686997,127.01192649999999,서울특별시 중구 마장로1길 21,10281,롯데호텔및백화점
273,shopping/mart,37.484779100000004,126.9300949,서울특별시 관악구 신림로  340,10282,르네상스복합쇼핑몰
274,shopping/mart,37.47842,126.88502920000002,서울특별시 금천구 벚꽃로  266,10283,마리오아울렛3
