,facility_detail_info,facility_available_name
2250,평탄함,주출입구 접근로_MUG FOR RABBIT-카페
2251,단차없음,주출입구 접근로_MUG FOR RABBIT-카페
2252,유효폭 1.2m 이상,주출입구 접근로_MUG FOR RABBIT-카페
2253,기울기 1/18이하,주출입구 접근로_MUG FOR RABBIT-카페
2254,보/차도 구분,주출입구 접근로_MUG FOR RABBIT-카페
2255,총주차대수4,장애인 전용 주차구역_MUG FOR RABBIT-카페
2256,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_MUG FOR RABBIT-카페
2257,유효폭 1.2m 이상,주출입구 높이차이 제거_MUG FOR RABBIT-카페
2258,평탄함,주출입구 접근로_SK허브진
2259,단차없음,주출입구 접근로_SK허브진
2260,유효폭 1.2m 이상,주출입구 접근로_SK허브진
2261,기울기 1/18이하,주출입구 접근로_SK허브진
2262,보/차도 구분,주출입구 접근로_SK허브진
2263,총주차대수240,장애인 전용 주차구역_SK허브진
2264,전용주차대수  6,장애인 전용 주차구역_SK허브진
2265,출입구와 가까운 곳에 설치,장애인 전용 주차구역_SK허브진
2266,크기 확보(3.3*5m),장애인 전용 주차구역_SK허브진
2267,안내표지판 설치,장애인 전용 주차구역_SK허브진
2268,평탄함,주출입구 접근로_Table 2425
2269,단차없음,주출입구 접근로_Table 2425
2270,유효폭 1.2m 이상,주출입구 접근로_Table 2425
2271,기울기 1/18이하,주출입구 접근로_Table 2425
2272,보/차도 구분,주출입구 접근로_Table 2425
2273,총주차대수5,장애인 전용 주차구역_WA BAR
2274,상세정보 없음,주출입구 접근로_coffeesmith(휴게음식점)
2275,상세정보 없음,장애인 전용 주차구역_coffeesmith(휴게음식점)
2276,상세정보 없음,주출입구 접근로_enjoy taste & service
2277,총주차대수60,장애인 전용 주차구역_enjoy taste & service
2278,전용주차대수  3,장애인 전용 주차구역_enjoy taste & service
2279,출입구와 가까운 곳에 설치,장애인 전용 주차구역_enjoy taste & service
2280,크기 확보(3.3*5m),장애인 전용 주차구역_enjoy taste & service
2281,안내표지판 설치,장애인 전용 주차구역_enjoy taste & service
2282,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_enjoy taste & service
2283,유효폭 1.2m 이상,주출입구 높이차이 제거_enjoy taste & service
2284,평탄함,주출입구 접근로_gs25-편의점
2285,단차없음,주출입구 접근로_gs25-편의점
2286,유효폭 1.2m 이상,주출입구 접근로_gs25-편의점
2287,기울기 1/18이하,주출입구 접근로_gs25-편의점
2288,보/차도 구분,주출입구 접근로_gs25-편의점
2289,상세정보 없음,장애인 전용 주차구역_gs25-편의점
2290,평탄함,주출입구 접근로_wellz-가구판매
2291,단차없음,주출입구 접근로_wellz-가구판매
2292,유효폭 1.2m 이상,주출입구 접근로_wellz-가구판매
2293,기울기 1/18이하,주출입구 접근로_wellz-가구판매
2294,보/차도 구분,주출입구 접근로_wellz-가구판매
2295,총주차대수6,장애인 전용 주차구역_wellz-가구판매
2296,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_wellz-가구판매
2297,유효폭 1.2m 이상,주출입구 높이차이 제거_wellz-가구판매
2298,상세정보 없음,주출입구 접근로_㈜젠 하이더 웨이-동남아음식
2299,총주차대수4,장애인 전용 주차구역_㈜젠 하이더 웨이-동남아음식
2300,평탄함,주출입구 접근로_㈜청담안
2301,단차없음,주출입구 접근로_㈜청담안
2302,유효폭 1.2m 이상,주출입구 접근로_㈜청담안
2303,기울기 1/18이하,주출입구 접근로_㈜청담안
2304,보/차도 구분,주출입구 접근로_㈜청담안
2305,총주차대수3,장애인 전용 주차구역_㈜청담안
2306,평탄함,주출입구 접근로_갤러리 시간
2307,단차없음,주출입구 접근로_갤러리 시간
2308,유효폭 1.2m 이상,주출입구 접근로_갤러리 시간
2309,기울기 1/18~1/12이하,주출입구 접근로_갤러리 시간
2310,보/차도 구분,주출입구 접근로_갤러리 시간
2311,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_갤러리 시간
2312,유효폭 1.2m 이상,주출입구 높이차이 제거_갤러리 시간
2313,평탄함,주출입구 접근로_골든너겟
2314,단차없음,주출입구 접근로_골든너겟
2315,유효폭 1.2m 이상,주출입구 접근로_골든너겟
2316,기울기 1/18이하,주출입구 접근로_골든너겟
2317,보/차도 구분,주출입구 접근로_골든너겟
2318,총주차대수13,장애인 전용 주차구역_골든너겟
2319,전용주차대수  1,장애인 전용 주차구역_골든너겟
2320,출입구와 가까운 곳에 설치,장애인 전용 주차구역_골든너겟
2321,크기 확보(3.3*5m),장애인 전용 주차구역_골든너겟
2322,안내표지판 설치,장애인 전용 주차구역_골든너겟
2323,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_골든너겟
2324,유효폭 1.2m 이상,주출입구 높이차이 제거_골든너겟
2325,평탄함,주출입구 접근로_곰씨네(씨크랩건물)
2326,단차없음,주출입구 접근로_곰씨네(씨크랩건물)
2327,유효폭 1.2m 이상,주출입구 접근로_곰씨네(씨크랩건물)
2328,기울기 1/18이하,주출입구 접근로_곰씨네(씨크랩건물)
2329,보/차도 구분없음,주출입구 접근로_곰씨네(씨크랩건물)
2330,평탄함,주출입구 접근로_나무그늘-카페
2331,단차없음,주출입구 접근로_나무그늘-카페
2332,유효폭 1.2m 이상,주출입구 접근로_나무그늘-카페
2333,기울기 1/18이하,주출입구 접근로_나무그늘-카페
2334,보/차도 구분없음,주출입구 접근로_나무그늘-카페
2335,상세정보 없음,주출입구 접근로_넘버원-호프&요리주점
2336,상세정보 없음,장애인 전용 주차구역_넘버원-호프&요리주점
2337,상세정보 없음,주출입구 접근로_농부의아들
2338,상세정보 없음,장애인 전용 주차구역_농부의아들
2339,평탄함,주출입구 접근로_대원
2340,단차없음,주출입구 접근로_대원
2341,유효폭 1.2m 이상,주출입구 접근로_대원
2342,기울기 1/18이하,주출입구 접근로_대원
2343,보/차도 구분,주출입구 접근로_대원
2344,총주차대수8,장애인 전용 주차구역_대원
2345,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_대원
2346,유효폭 1.2m 이상,주출입구 높이차이 제거_대원
2347,상세정보 없음,주출입구 접근로_대학로바탕골
2348,상세정보 없음,장애인 전용 주차구역_대학로바탕골
2349,경사로 1/12초과 설치,주출입구 높이차이 제거_대학로바탕골
2350,유효폭 1.2m 이상,주출입구 높이차이 제거_대학로바탕골
2351,손잡이 미흡설치,주출입구 높이차이 제거_대학로바탕골
2352,평탄함,주출입구 접근로_더캣츠
2353,단차없음,주출입구 접근로_더캣츠
2354,유효폭 1.2m 이상,주출입구 접근로_더캣츠
2355,기울기 1/18이하,주출입구 접근로_더캣츠
2356,보/차도 구분,주출입구 접근로_더캣츠
2357,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_더캣츠
2358,유효폭 1.2m 이상,주출입구 높이차이 제거_더캣츠
2359,손잡이 설치,주출입구 높이차이 제거_더캣츠
2360,평탄함,주출입구 접근로_동원F&B
2361,단차없음,주출입구 접근로_동원F&B
2362,유효폭 1.2m 이상,주출입구 접근로_동원F&B
2363,기울기 1/18이하,주출입구 접근로_동원F&B
2364,보/차도 구분,주출입구 접근로_동원F&B
2365,총주차대수224,장애인 전용 주차구역_동원F&B
2366,전용주차대수  1,장애인 전용 주차구역_동원F&B
2367,출입구와 가까운 곳에 설치,장애인 전용 주차구역_동원F&B
2368,크기 확보(3.3*5m),장애인 전용 주차구역_동원F&B
2369,안내표지판 설치,장애인 전용 주차구역_동원F&B
2370,경사로 1/12초과 설치,주출입구 높이차이 제거_동원F&B
2371,유효폭 1.2m 이상,주출입구 높이차이 제거_동원F&B
2372,손잡이 설치,주출입구 높이차이 제거_동원F&B
2373,상세정보 없음,주출입구 접근로_동원빌딩(근린생활시설)
2374,상세정보 없음,장애인 전용 주차구역_동원빌딩(근린생활시설)
2375,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_동원빌딩(근린생활시설)
2376,유효폭 1.2m 이상,주출입구 높이차이 제거_동원빌딩(근린생활시설)
2377,총주차대수17,장애인 전용 주차구역_두울빌딩
2378,경사로 1/12초과 설치,주출입구 높이차이 제거_두울빌딩
2379,유효폭 1.2m 미만,주출입구 높이차이 제거_두울빌딩
2380,상세정보 없음,주출입구 접근로_둠벙(현:수리수리)-요리&주점
2381,총주차대수3,장애인 전용 주차구역_둠벙(현:수리수리)-요리&주점
2382,총주차대수22,장애인 전용 주차구역_라부미텔
2383,전용주차대수  1,장애인 전용 주차구역_라부미텔
2384,출입구와 가까운 곳에 설치,장애인 전용 주차구역_라부미텔
2385,크기 확보(3.3*5m),장애인 전용 주차구역_라부미텔
2386,안내표지판 설치,장애인 전용 주차구역_라부미텔
2387,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_라부미텔
2388,유효폭 1.2m 미만,주출입구 높이차이 제거_라부미텔
2389,평탄함,주출입구 접근로_라운드-칵테일바
2390,단차없음,주출입구 접근로_라운드-칵테일바
2391,유효폭 1.2m 이상,주출입구 접근로_라운드-칵테일바
2392,기울기 1/18이하,주출입구 접근로_라운드-칵테일바
2393,보/차도 구분,주출입구 접근로_라운드-칵테일바
2394,총주차대수4,장애인 전용 주차구역_라운드-칵테일바
2395,평탄함,주출입구 접근로_렉스모터스-자동차판매점
2396,단차없음,주출입구 접근로_렉스모터스-자동차판매점
2397,유효폭 1.2m 이상,주출입구 접근로_렉스모터스-자동차판매점
2398,기울기 1/18이하,주출입구 접근로_렉스모터스-자동차판매점
2399,보/차도 구분,주출입구 접근로_렉스모터스-자동차판매점
2400,총주차대수6,장애인 전용 주차구역_렉스모터스-자동차판매점
2401,경사로 1/12초과 설치,주출입구 높이차이 제거_렉스모터스-자동차판매점
2402,유효폭 1.2m 이상,주출입구 높이차이 제거_렉스모터스-자동차판매점
2403,가로조작반 설치,장애인용 승강기_렉스모터스-자동차판매점
2404,버튼점자 설치,장애인용 승강기_렉스모터스-자동차판매점
2405,점자블록 설치,장애인용 승강기_렉스모터스-자동차판매점
2406,음성안내 설치,장애인용 승강기_렉스모터스-자동차판매점
2407,점멸등 설치,장애인용 승강기_렉스모터스-자동차판매점
2408,평탄함,주출입구 접근로_로얄더비랜드
2409,단차없음,주출입구 접근로_로얄더비랜드
2410,유효폭 1.2m 이상,주출입구 접근로_로얄더비랜드
2411,기울기 1/18이하,주출입구 접근로_로얄더비랜드
2412,보/차도 구분,주출입구 접근로_로얄더비랜드
2413,상세정보 없음,장애인 전용 주차구역_로얄더비랜드
2414,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_로얄더비랜드
2415,유효폭 1.2m 이상,주출입구 높이차이 제거_로얄더비랜드
2416,평탄함,주출입구 접근로_뢰벤호프
2417,단차없음,주출입구 접근로_뢰벤호프
2418,유효폭 1.2m 이상,주출입구 접근로_뢰벤호프
2419,기울기 1/18이하,주출입구 접근로_뢰벤호프
2420,보/차도 구분없음,주출입구 접근로_뢰벤호프
2421,상세정보 없음,장애인 전용 주차구역_뢰벤호프
2422,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_뢰벤호프
2423,유효폭 1.2m 이상,주출입구 높이차이 제거_뢰벤호프
2424,상세정보 없음,주출입구 접근로_마법의 성(일반음식점)
2425,총주차대수2,장애인 전용 주차구역_마법의 성(일반음식점)
2426,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_마법의 성(일반음식점)
2427,유효폭 1.2m 이상,주출입구 높이차이 제거_마법의 성(일반음식점)
2428,상세정보 없음,주출입구 접근로_멀티하우스리빙텔-고시원
2429,상세정보 없음,장애인 전용 주차구역_멀티하우스리빙텔-고시원
2430,평탄함,주출입구 접근로_메종르베이지-카페
2431,단차없음,주출입구 접근로_메종르베이지-카페
2432,유효폭 1.2m 이상,주출입구 접근로_메종르베이지-카페
2433,기울기 1/18이하,주출입구 접근로_메종르베이지-카페
2434,보/차도 구분,주출입구 접근로_메종르베이지-카페
2435,총주차대수45,장애인 전용 주차구역_메종르베이지-카페
2436,전용주차대수  3,장애인 전용 주차구역_메종르베이지-카페
2437,출입구와 가까운 곳에 설치,장애인 전용 주차구역_메종르베이지-카페
2438,크기 확보(3.3*5m),장애인 전용 주차구역_메종르베이지-카페
2439,안내표지판 설치,장애인 전용 주차구역_메종르베이지-카페
2440,평탄함,주출입구 접근로_무스쿠스(도화타워)
2441,단차없음,주출입구 접근로_무스쿠스(도화타워)
2442,유효폭 1.2m 이상,주출입구 접근로_무스쿠스(도화타워)
2443,기울기 1/18이하,주출입구 접근로_무스쿠스(도화타워)
2444,보/차도 구분,주출입구 접근로_무스쿠스(도화타워)
2445,총주차대수192,장애인 전용 주차구역_무스쿠스(도화타워)
2446,전용주차대수  4,장애인 전용 주차구역_무스쿠스(도화타워)
2447,출입구와 가까운 곳에 설치,장애인 전용 주차구역_무스쿠스(도화타워)
2448,크기 확보(3.3*5m),장애인 전용 주차구역_무스쿠스(도화타워)
2449,안내표지판 설치,장애인 전용 주차구역_무스쿠스(도화타워)
2450,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_무스쿠스(도화타워)
2451,유효폭 1.2m 이상,주출입구 높이차이 제거_무스쿠스(도화타워)
2452,평탄함,주출입구 접근로_민들레영토
2453,단차없음,주출입구 접근로_민들레영토
2454,유효폭 1.2m 이상,주출입구 접근로_민들레영토
2455,기울기 1/18이하,주출입구 접근로_민들레영토
2456,보/차도 구분,주출입구 접근로_민들레영토
2457,상세정보 없음,장애인 전용 주차구역_민들레영토
2458,경사로 1/12초과 설치,주출입구 높이차이 제거_민들레영토
2459,유효폭 1.2m 이상,주출입구 높이차이 제거_민들레영토
2460,손잡이 설치,주출입구 높이차이 제거_민들레영토
2461,평탄함,"주출입구 접근로_밀러타임(지하1,지상2,3,4층)-호프"
2462,단차없음,"주출입구 접근로_밀러타임(지하1,지상2,3,4층)-호프"
2463,유효폭 1.2m 이상,"주출입구 접근로_밀러타임(지하1,지상2,3,4층)-호프"
2464,기울기 1/18이하,"주출입구 접근로_밀러타임(지하1,지상2,3,4층)-호프"
2465,보/차도 구분,"주출입구 접근로_밀러타임(지하1,지상2,3,4층)-호프"
2466,평탄함,주출입구 접근로_베아따빌딩신관
2467,단차없음,주출입구 접근로_베아따빌딩신관
2468,유효폭 1.2m 이상,주출입구 접근로_베아따빌딩신관
2469,기울기 1/18이하,주출입구 접근로_베아따빌딩신관
2470,보/차도 구분,주출입구 접근로_베아따빌딩신관
2471,상세정보 없음,장애인 전용 주차구역_베아따빌딩신관
2472,상세정보 없음,주출입구 접근로_보보-카페
2473,총주차대수6,장애인 전용 주차구역_보보-카페
2474,전용주차대수  1,장애인 전용 주차구역_보보-카페
2475,출입구와 가까운 곳에 설치,장애인 전용 주차구역_보보-카페
2476,크기 확보(3.3*5m),장애인 전용 주차구역_보보-카페
2477,안내표지판 미설치,장애인 전용 주차구역_보보-카페
2478,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_보보-카페
2479,유효폭 1.2m 이상,주출입구 높이차이 제거_보보-카페
2480,평탄함,주출입구 접근로_보보리스-미용실
2481,단차없음,주출입구 접근로_보보리스-미용실
2482,유효폭 1.2m 이상,주출입구 접근로_보보리스-미용실
2483,기울기 1/18이하,주출입구 접근로_보보리스-미용실
2484,보/차도 구분,주출입구 접근로_보보리스-미용실
2485,총주차대수8,장애인 전용 주차구역_보보리스-미용실
2486,상세정보 없음,주출입구 접근로_볼트82
2487,총주차대수4,장애인 전용 주차구역_볼트82
2488,평탄함,주출입구 접근로_사이공 스픈 32-동남아음식
2489,단차없음,주출입구 접근로_사이공 스픈 32-동남아음식
2490,유효폭 1.2m 이상,주출입구 접근로_사이공 스픈 32-동남아음식
2491,기울기 1/18이하,주출입구 접근로_사이공 스픈 32-동남아음식
2492,보/차도 구분,주출입구 접근로_사이공 스픈 32-동남아음식
2493,총주차대수4,장애인 전용 주차구역_사이공 스픈 32-동남아음식
2494,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_사이공 스픈 32-동남아음식
2495,유효폭 1.2m 이상,주출입구 높이차이 제거_사이공 스픈 32-동남아음식
2496,평탄함,주출입구 접근로_샬롬빌
2497,단차없음,주출입구 접근로_샬롬빌
2498,유효폭 1.2m 이상,주출입구 접근로_샬롬빌
2499,기울기 1/18이하,주출입구 접근로_샬롬빌
2500,보/차도 구분,주출입구 접근로_샬롬빌
2501,총주차대수8,장애인 전용 주차구역_샬롬빌
2502,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_샬롬빌
2503,유효폭 1.2m 이상,주출입구 높이차이 제거_샬롬빌
2504,총주차대수8,장애인 전용 주차구역_서광폴리머
2505,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_서광폴리머
2506,유효폭 1.2m 이상,주출입구 높이차이 제거_서광폴리머
2507,손잡이 설치,주출입구 높이차이 제거_서광폴리머
2508,상세정보 없음,장애인 전용 주차구역_석천(근린생활시설)
2509,경사로 1/12초과 설치,주출입구 높이차이 제거_석천(근린생활시설)
2510,유효폭 1.2m 이상,주출입구 높이차이 제거_석천(근린생활시설)
2511,평탄함,주출입구 접근로_세븐몽키스(금원빌딩)
2512,단차없음,주출입구 접근로_세븐몽키스(금원빌딩)
2513,유효폭 1.2m 이상,주출입구 접근로_세븐몽키스(금원빌딩)
2514,기울기 1/18이하,주출입구 접근로_세븐몽키스(금원빌딩)
2515,보/차도 구분,주출입구 접근로_세븐몽키스(금원빌딩)
2516,총주차대수4,장애인 전용 주차구역_세븐몽키스(금원빌딩)
2517,상세정보 없음,주출입구 접근로_수상한포차
2518,총주차대수7,장애인 전용 주차구역_수상한포차
2519,경사로 1/12초과 설치,주출입구 높이차이 제거_수상한포차
2520,유효폭 1.2m 이상,주출입구 높이차이 제거_수상한포차
2521,손잡이 설치,주출입구 높이차이 제거_수상한포차
2522,상세정보 없음,주출입구 접근로_수상한포차
2523,상세정보 없음,장애인 전용 주차구역_수상한포차
2524,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_수상한포차
2525,유효폭 1.2m 이상,주출입구 높이차이 제거_수상한포차
2526,손잡이 설치,주출입구 높이차이 제거_수상한포차
2527,평탄함,주출입구 접근로_순봉상가(불토불가마사우나)
2528,단차없음,주출입구 접근로_순봉상가(불토불가마사우나)
2529,유효폭 1.2m 이상,주출입구 접근로_순봉상가(불토불가마사우나)
2530,기울기 1/18~1/12이하,주출입구 접근로_순봉상가(불토불가마사우나)
2531,보/차도 구분,주출입구 접근로_순봉상가(불토불가마사우나)
2532,총주차대수75,장애인 전용 주차구역_순봉상가(불토불가마사우나)
2533,전용주차대수  2,장애인 전용 주차구역_순봉상가(불토불가마사우나)
2534,출입구와 가까운 곳에 설치,장애인 전용 주차구역_순봉상가(불토불가마사우나)
2535,크기 확보(3.3*5m),장애인 전용 주차구역_순봉상가(불토불가마사우나)
2536,안내표지판 설치,장애인 전용 주차구역_순봉상가(불토불가마사우나)
2537,경사로 1/12초과 설치,주출입구 높이차이 제거_순봉상가(불토불가마사우나)
2538,유효폭 1.2m 이상,주출입구 높이차이 제거_순봉상가(불토불가마사우나)
2539,손잡이 설치,주출입구 높이차이 제거_순봉상가(불토불가마사우나)
2540,평탄함,주출입구 접근로_스타벅스 신촌점
2541,단차없음,주출입구 접근로_스타벅스 신촌점
2542,유효폭 1.2m 이상,주출입구 접근로_스타벅스 신촌점
2543,기울기 1/18이하,주출입구 접근로_스타벅스 신촌점
2544,보/차도 구분,주출입구 접근로_스타벅스 신촌점
2545,상세정보 없음,장애인 전용 주차구역_스타벅스 신촌점
2546,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_스타벅스 신촌점
2547,유효폭 1.2m 이상,주출입구 높이차이 제거_스타벅스 신촌점
2548,손잡이 설치,주출입구 높이차이 제거_스타벅스 신촌점
2549,상세정보 없음,주출입구 접근로_스타벅스 커피 스토리
2550,상세정보 없음,장애인 전용 주차구역_스타벅스 커피 스토리
2551,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_스타벅스 커피 스토리
2552,유효폭 1.2m 이상,주출입구 높이차이 제거_스타벅스 커피 스토리
2553,평탄함,주출입구 접근로_스타벅스(보라빌딩)
2554,단차없음,주출입구 접근로_스타벅스(보라빌딩)
2555,유효폭 1.2m 이상,주출입구 접근로_스타벅스(보라빌딩)
2556,기울기 1/18이하,주출입구 접근로_스타벅스(보라빌딩)
2557,보/차도 구분,주출입구 접근로_스타벅스(보라빌딩)
2558,총주차대수15,장애인 전용 주차구역_스타벅스(보라빌딩)
2559,전용주차대수  1,장애인 전용 주차구역_스타벅스(보라빌딩)
2560,출입구와 가까운 곳에 설치,장애인 전용 주차구역_스타벅스(보라빌딩)
2561,크기 확보(3.3*5m),장애인 전용 주차구역_스타벅스(보라빌딩)
2562,안내표지판 설치,장애인 전용 주차구역_스타벅스(보라빌딩)
2563,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_스타벅스(보라빌딩)
2564,평탄함,주출입구 접근로_신동희
2565,단차없음,주출입구 접근로_신동희
2566,유효폭 1.2m 이상,주출입구 접근로_신동희
2567,기울기 1/18이하,주출입구 접근로_신동희
2568,보/차도 구분,주출입구 접근로_신동희
2569,총주차대수10,장애인 전용 주차구역_신동희
2570,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_신동희
2571,유효폭 1.2m 이상,주출입구 높이차이 제거_신동희
2572,상세정보 없음,주출입구 접근로_쌍쌍포차
2573,총주차대수4,장애인 전용 주차구역_쌍쌍포차
2574,평탄함,주출입구 접근로_씨제이푸드
2575,단차없음,주출입구 접근로_씨제이푸드
2576,유효폭 1.2m 이상,주출입구 접근로_씨제이푸드
2577,기울기 1/18이하,주출입구 접근로_씨제이푸드
2578,보/차도 구분없음,주출입구 접근로_씨제이푸드
2579,총주차대수27,장애인 전용 주차구역_씨제이푸드
2580,전용주차대수  1,장애인 전용 주차구역_씨제이푸드
2581,출입구와 가까운 곳에 설치,장애인 전용 주차구역_씨제이푸드
2582,크기 확보(3.3*5m),장애인 전용 주차구역_씨제이푸드
2583,안내표지판 설치,장애인 전용 주차구역_씨제이푸드
2584,상세정보 없음,주출입구 접근로_아워홈역삼빌딩
2585,총주차대수50,장애인 전용 주차구역_아워홈역삼빌딩
2586,전용주차대수  3,장애인 전용 주차구역_아워홈역삼빌딩
2587,출입구와 가까운 곳에 설치,장애인 전용 주차구역_아워홈역삼빌딩
2588,크기 확보(3.3*5m),장애인 전용 주차구역_아워홈역삼빌딩
2589,안내표지판 설치,장애인 전용 주차구역_아워홈역삼빌딩
2590,상세정보 없음,주출입구 접근로_알비훠스트
2591,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_알비훠스트
2592,유효폭 1.2m 이상,주출입구 높이차이 제거_알비훠스트
2593,손잡이 설치,주출입구 높이차이 제거_알비훠스트
2594,평탄함,주출입구 접근로_언더브릿지(일반음식점)
2595,단차없음,주출입구 접근로_언더브릿지(일반음식점)
2596,유효폭 1.2m 이상,주출입구 접근로_언더브릿지(일반음식점)
2597,기울기 1/18~1/12이하,주출입구 접근로_언더브릿지(일반음식점)
2598,보/차도 구분,주출입구 접근로_언더브릿지(일반음식점)
2599,총주차대수4,장애인 전용 주차구역_언더브릿지(일반음식점)
2600,경사로 1/12초과 설치,주출입구 높이차이 제거_언더브릿지(일반음식점)
2601,유효폭 1.2m 이상,주출입구 높이차이 제거_언더브릿지(일반음식점)
2602,손잡이 설치,주출입구 높이차이 제거_언더브릿지(일반음식점)
2603,평탄함,주출입구 접근로_엔씨레이디스-백화점
2604,단차없음,주출입구 접근로_엔씨레이디스-백화점
2605,유효폭 1.2m 이상,주출입구 접근로_엔씨레이디스-백화점
2606,기울기 1/18이하,주출입구 접근로_엔씨레이디스-백화점
2607,보/차도 구분없음,주출입구 접근로_엔씨레이디스-백화점
2608,총주차대수9,장애인 전용 주차구역_엔씨레이디스-백화점
2609,전용주차대수  1,장애인 전용 주차구역_엔씨레이디스-백화점
2610,출입구와 가까운 곳에 설치,장애인 전용 주차구역_엔씨레이디스-백화점
2611,크기 미 확보,장애인 전용 주차구역_엔씨레이디스-백화점
2612,안내표지판 설치,장애인 전용 주차구역_엔씨레이디스-백화점
2613,경사로 1/12초과 설치,주출입구 높이차이 제거_엔씨레이디스-백화점
2614,유효폭 1.2m 이상,주출입구 높이차이 제거_엔씨레이디스-백화점
2615,손잡이 설치,주출입구 높이차이 제거_엔씨레이디스-백화점
2616,상세정보 없음,주출입구 접근로_엔젤리너스카페
2617,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_엔젤리너스카페
2618,유효폭 1.2m 이상,주출입구 높이차이 제거_엔젤리너스카페
2619,손잡이 설치,주출입구 높이차이 제거_엔젤리너스카페
2620,상세정보 없음,주출입구 접근로_오렌지팩토리-의류판매
2621,상세정보 없음,장애인 전용 주차구역_오렌지팩토리-의류판매
2622,상세정보 없음,주출입구 접근로_와라와라(혜진빌딩)
2623,총주차대수8,장애인 전용 주차구역_와라와라(혜진빌딩)
2624,평탄함,주출입구 접근로_원투쓰리
2625,단차없음,주출입구 접근로_원투쓰리
2626,유효폭 1.2m 이상,주출입구 접근로_원투쓰리
2627,기울기 1/18이하,주출입구 접근로_원투쓰리
2628,보/차도 구분,주출입구 접근로_원투쓰리
2629,경사로 1/12초과 설치,주출입구 높이차이 제거_원투쓰리
2630,유효폭 1.2m 이상,주출입구 높이차이 제거_원투쓰리
2631,손잡이 설치,주출입구 높이차이 제거_원투쓰리
2632,상세정보 없음,주출입구 접근로_일반음식점(에덴)
2633,총주차대수4,장애인 전용 주차구역_일반음식점(에덴)
2634,전용주차대수  1,장애인 전용 주차구역_일반음식점(에덴)
2635,경사로 1/12초과 설치,주출입구 높이차이 제거_일반음식점(에덴)
2636,유효폭 1.2m 이상,주출입구 높이차이 제거_일반음식점(에덴)
2637,손잡이 미흡설치,주출입구 높이차이 제거_일반음식점(에덴)
2638,상세정보 없음,주출입구 접근로_정우씨티
2639,총주차대수14,장애인 전용 주차구역_정우씨티
2640,전용주차대수  1,장애인 전용 주차구역_정우씨티
2641,출입구와 가까운 곳에 설치,장애인 전용 주차구역_정우씨티
2642,크기 확보(3.3*5m),장애인 전용 주차구역_정우씨티
2643,안내표지판 설치,장애인 전용 주차구역_정우씨티
2644,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_정우씨티
2645,유효폭 1.2m 이상,주출입구 높이차이 제거_정우씨티
2646,상세정보 없음,주출입구 접근로_제2근린생활(수한의원부동산)
2647,총주차대수5,장애인 전용 주차구역_제2근린생활(수한의원부동산)
2648,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_제2근린생활(수한의원부동산)
2649,유효폭 1.2m 이상,주출입구 높이차이 제거_제2근린생활(수한의원부동산)
2650,손잡이 설치,주출입구 높이차이 제거_제2근린생활(수한의원부동산)
2651,평탄함,주출입구 접근로_주노도시-카페
2652,단차없음,주출입구 접근로_주노도시-카페
2653,유효폭 1.2m 이상,주출입구 접근로_주노도시-카페
2654,기울기 1/18이하,주출입구 접근로_주노도시-카페
2655,보/차도 구분,주출입구 접근로_주노도시-카페
2656,총주차대수9,장애인 전용 주차구역_주노도시-카페
2657,단차없음 또는 경사로 1/12이하 설치,주출입구 높이차이 제거_주노도시-카페
2658,유효폭 1.2m 미만,주출입구 높이차이 제거_주노도시-카페
2659,손잡이 설치,주출입구 높이차이 제거_주노도시-카페
2660,상세정보 없음,주출입구 접근로_주런
2661,총주차대수2,장애인 전용 주차구역_주런
2662,상세정보 없음,주출입구 접근로_중림동 325-1 제2종근린생활시설(우진제임스전)
